2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
1201-1400,1201-1400,"Rutgers, The State University of New Jersey, Camden",US,United States,M,FO,HI,,,3.9,601+,3.0,601+,17.6,701+,4.3,701+,22.2,572,3.0,701+,1.0,701+,6.9,701+,,,-
1201-1400,1001-1200,Saitama University,JP,Japan,M,CO,VH,4,A,4.5,601+,1.8,601+,14.1,701+,9.2,701+,10.5,701+,6.2,701+,1.2,701+,7.9,701+,2.2,701+,-
1201-1400,1201-1400,Saken Seifullin Kazakh Agrotechnical University,KZ,Kazakhstan,M,FO,HI,4,B,8.3,601+,6.8,601+,22.2,627,1.1,701+,8.5,701+,4.1,701+,1.0,701+,12.4,701+,1,701+,-
1201-1400,1201-1400,San Francisco State University,US,United States,L,CO,HI,5,,4.9,601+,2.4,601+,5.2,701+,4.8,701+,4.5,701+,6.8,701+,1.5,701+,10.9,701+,,,-
1201-1400,1001-1200,Seattle University,US,United States,M,CO,HI,4,B,5.4,601+,4.2,601+,29.3,529,2.4,701+,1.5,701+,13.9,644,1.0,701+,13.6,633,1,701+,-
1201-1400,1201-1400,Shanghai Normal University,CN,China (Mainland),XL,CO,HI,3,A,4.3,601+,1.4,601+,13.4,701+,3.8,701+,4.4,701+,2.9,701+,1.1,701+,7.4,701+,1.1,701+,-
1201-1400,1201-1400,Shanghai University of Finance and Economics,CN,China (Mainland),L,FO,HI,4,A,5.2,601+,4.4,601+,9.3,701+,3.3,701+,16.4,643,2.3,701+,1.0,701+,20.2,415,1.2,701+,-
1201-1400,1201-1400,Shibaura Institute of Technology,JP,Japan,M,FO,VH,4,B,3.7,601+,2.3,601+,2.8,701+,4.8,701+,13.8,689,9.8,701+,1.1,701+,7.9,701+,1.1,701+,-
1201-1400,1001-1200,Siksha 'O' Anusandhan (Deemed to be University),IN,India,L,FO,VH,3,B,4.6,601+,2.0,601+,32.9,481,4.7,701+,1.7,701+,2.1,701+,1.1,701+,8.1,701+,1,701+,-
1201-1400,,Silpakorn University,TH,Thailand,L,CO,HI,4,A,6.2,601+,6.7,601+,4.5,701+,2.7,701+,4.6,701+,1.2,701+,1.0,701+,7.4,701+,1,701+,-
1201-1400,1001-1200,Sookmyung Women's University ,KR,South Korea,M,CO,HI,4,C,5.4,601+,6.4,601+,21.4,637,4.5,701+,4.7,701+,2.0,701+,1.0,701+,7.3,701+,1,701+,-
1201-1400,1201-1400,Soongsil University,KR,South Korea,L,CO,HI,3,C,5.0,601+,6.5,601+,10.1,701+,4.3,701+,5.9,701+,13.9,641,1.0,701+,4.2,701+,1,701+,-
1201-1400,1201-1400,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,IN,India,XL,CO,VH,3,B,7.0,601+,13.1,601+,12.2,701+,3.7,701+,1.7,701+,2.1,701+,8.1,701+,7.5,701+,3.8,701+,-
1201-1400,1201-1400,Stefan cel Mare University of Suceava,RO,Romania,M,CO,HI,3,A,3.8,601+,2.3,601+,4.9,701+,3.8,701+,2.4,701+,27.7,443,1.1,701+,8.5,701+,1,701+,-
1201-1400,1201-1400,Suez Canal University,EG,Egypt,XL,FC,HI,3,A,3.9,601+,2.6,601+,16.2,701+,2.2,701+,2.2,701+,1.8,701+,5.7,701+,4.7,701+,1.2,701+,-
1201-1400,,Suleyman Demirel University,TR,Turkey,XL,FC,MD,3,A,6.8,601+,3.8,601+,4.1,701+,2.4,701+,1.8,701+,5.1,701+,1.5,701+,7.5,701+,1.1,701+,-
1201-1400,,"Suleyman Demirel University, Kazakhstan",KZ,Kazakhstan,M,FO,MD,3,B,9.8,601+,8.5,601+,3.6,701+,1.3,701+,3.9,701+,1.2,701+,1.0,701+,12.7,682,1.1,701+,-
1201-1400,1201-1400,Suranaree University of Technology ,TH,Thailand,L,FC,HI,3,A,6.2,601+,3.1,601+,3.4,701+,8.6,701+,6.1,701+,1.5,701+,1.6,701+,8.5,701+,1.7,701+,-
1201-1400,1201-1400,Tamkang University,TW,Taiwan,L,FO,VH,3,C,5.7,601+,5.5,601+,3.6,701+,5.6,701+,8.4,701+,7.4,701+,1.1,701+,20.9,395,4.9,701+,-
1201-1400,1201-1400,Tanta University ,EG,Egypt,XL,FO,VH,4,A,6.3,601+,4.3,601+,4.1,701+,2.1,701+,1.6,701+,2.0,701+,21.4,533,6.5,701+,13.9,625=,-
1201-1400,1201-1400,Technical University of Cluj-Napoca,RO,Romania,L,SP,,5,A,5.0,601+,4.8,601+,7.3,701+,3.7,701+,1.7,701+,2.7,701+,2.8,701+,8,701+,1.1,701+,-
1201-1400,1001-1200,Technical University of Lublin,PL,Poland,M,FO,VH,2,A,5.7,601+,1.9,601+,23.8,596,2.7,701+,,,11.3,686,1.0,701+,6.2,701+,1,701+,-
1201-1400,1201-1400,"The ""Gheorghe Asachi"" Technical University of Iasi",RO,Romania,L,SP,,4,A,6.0,601+,6.8,601+,2.4,701+,5.5,701+,,,5.0,701+,2.2,701+,6.5,701+,1.1,701+,-
1201-1400,1201-1400,The Hashemite University,JO,Jordan,L,FC,MD,3,A,8.0,601+,13.0,601+,3.8,701+,3.4,701+,9.0,701+,8.0,701+,3.0,701+,6.2,701+,1.1,701+,-
1201-1400,1001-1200,The Herzen State Pedagogical University of Russia,RU,Russia,L,FO,HI,5,A,4.0,601+,1.9,601+,24.9,586,1.2,701+,1.5,701+,38.9,353,1.0,701+,8.8,701+,1.5,701+,-
1201-1400,1001-1200,The Josip Juraj Strossmayer University of Osijek,HR,Croatia,L,CO,HI,3,A,4.3,601+,,,30.2,519,2.9,701+,,,,,5.3,701+,9.9,701+,1,701+,-
1201-1400,1001-1200,"The National Research University ""Belgorod State University""",RU,Russia,L,FC,MD,5,A,4.0,601+,1.3,601+,18.4,701+,2.0,701+,2.4,701+,52.9,275,1.2,701+,7.9,701+,3.5,701+,-
1201-1400,1201-1400,Toraighyrov University,KZ,Kazakhstan,M,FO,HI,4,A,7.0,601+,4.2,601+,14.7,701+,1.3,701+,3.0,701+,2.8,701+,1.0,701+,12.5,698,1,701+,-
1201-1400,1201-1400,Transilvania University of Brasov,RO,Romania,L,FC,HI,4,A,6.0,601+,3.8,601+,6.0,701+,3.3,701+,2.4,701+,2.0,701+,3.4,701+,7.9,701+,1.6,701+,-
1201-1400,1201-1400,Tunghai University,TW,Taiwan,L,CO,HI,4,C,6.2,601+,6.1,601+,5.2,701+,4.5,701+,10.2,701+,9.3,701+,1.1,701+,12.6,688,3.9,701+,-
1201-1400,,United International University,BD,Bangladesh,M,CO,MD,2,C,5.6,601+,8.9,601+,2.5,701+,2.4,701+,,,1.2,701+,1.0,701+,9.7,701+,1,701+,-
1201-1400,,Universidad Alberto Hurtado,CL,Chile,M,CO,HI,3,B,8.9,601+,5.4,601+,3.1,701+,2.9,701+,14.2,679,1.8,701+,1.0,701+,7.8,701+,1,701+,-
1201-1400,1001-1200,Universidad Autónoma de Aguascalientes,MX,Mexico,L,FC,MD,4,A,3.3,601+,1.9,601+,34.2,468,1.2,701+,,,,,1.0,701+,3.9,701+,1,701+,-
1201-1400,1201-1400,Universidad Autónoma de Baja California,MX,Mexico,XL,CO,HI,4,A,7.7,601+,2.9,601+,4.4,701+,1.5,701+,2.7,701+,2.9,701+,1.0,701+,7.7,701+,7.7,701+,-
1201-1400,1201-1400,Universidad Bernardo O'Higgins,CL,Chile,M,FO,HI,3,B,4.9,601+,2.8,601+,9.7,701+,2.0,701+,12.2,701+,2.0,701+,1.0,701+,8.3,701+,1.2,701+,-
1201-1400,1401+,Universidad Católica de Temuco,CL,Chile,M,CO,HI,4,B,4.3,601+,1.7,601+,2.0,701+,4.6,701+,36.3,445,,,1.1,701+,4.1,701+,1,701+,-
1201-1400,1201-1400,Universidad Católica del Norte,CL,Chile,M,FC,HI,4,B,4.9,601+,3.4,601+,7.0,701+,5.8,701+,13.8,688,2.8,701+,4.4,701+,4.1,701+,1.2,701+,-
1201-1400,1201-1400,Universidad Central del Ecuador,EC,Ecuador,XL,FC,MD,5,A,8.5,601+,5.0,601+,10.9,701+,1.2,701+,,,,,1.0,701+,10.1,701+,1,701+,-
1201-1400,1201-1400,Universidad de Carabobo,VE,Venezuela,L,FC,LO,5,A,3.7,601+,8.0,601+,18.3,701+,1.0,701+,,,,,1.0,701+,14.5,579,1,701+,-
1201-1400,1201-1400,Universidad de Cartagena,CO,Colombia,L,FC,MD,5,A,4.9,601+,5.4,601+,4.0,701+,4.3,701+,2.2,701+,1.1,701+,1.0,701+,6.8,701+,11,656=,-
1201-1400,1001-1200,Universidad de Córdoba - Colombia,CO,Colombia,L,CO,MD,4,A,15.0,578,2.5,601+,2.7,701+,1.4,701+,,,,,1.0,701+,4.1,701+,1,701+,-
1201-1400,1201-1400,Universidad de Guanajuato,MX,Mexico,XL,CO,HI,4,A,7.9,601+,3.0,601+,5.9,701+,3.0,701+,6.0,701+,1.4,701+,1.1,701+,8.7,701+,1.2,701+,-
1201-1400,1201-1400,Universidad de La Frontera (UFRO),CL,Chile,L,CO,HI,3,A,9.7,601+,4.4,601+,3.6,701+,8.5,701+,6.6,701+,1.2,701+,9.4,682,9,701+,2.1,701+,-
1201-1400,1201-1400,Universidad de Las Américas (UDLA) Ecuador,EC,Ecuador,L,CO,MD,3,B,7.1,601+,4.5,601+,12.6,701+,1.6,701+,22.8,565,2.5,701+,1.1,701+,10.6,701+,1,701+,-
1201-1400,1201-1400,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),EC,Ecuador,L,CO,HI,5,A,5.1,601+,5.4,601+,9.4,701+,1.4,701+,3.0,701+,1.1,701+,1.0,701+,7.3,701+,6.7,701+,-
1201-1400,1201-1400,Universidad de Medellín,CO,Colombia,M,SP,,4,C,6.9,601+,5.2,601+,6.8,701+,2.1,701+,3.4,701+,1.8,701+,1.0,701+,8.4,701+,1.8,701+,-
1201-1400,1201-1400,Universidad de Panama,PA,Panama,XL,FO,MD,4,A,6.5,601+,8.0,601+,3.2,701+,1.1,701+,4.9,701+,2.3,701+,1.0,701+,13.7,625,1.2,701+,-
1201-1400,1201-1400,Universidad de Piura,PE,Peru,M,FO,MD,4,B,6.4,601+,10.2,601+,4.5,701+,1.2,701+,8.4,701+,1.0,701+,1.0,701+,17.1,497,1.6,701+,-
1201-1400,1201-1400,Universidad de San Carlos de Guatemala - USAC,GT,Guatemala,XL,FC,LO,5,A,9.3,601+,7.6,601+,3.9,701+,1.0,701+,,,,,1.0,701+,20.6,405,1,701+,-
1201-1400,1001-1200,Universidad de Valparaíso (UV),CL,Chile,L,FC,MD,3,A,10.4,601+,6.8,601+,7.8,701+,3.5,701+,7.2,701+,1.8,701+,4.6,701+,8.5,701+,6.3,701+,-
1201-1400,1201-1400,Universidad del Bío-Bío,CL,Chile,L,CO,HI,4,A,8.6,601+,4.2,601+,2.9,701+,3.8,701+,9.7,701+,1.4,701+,1.4,701+,4.1,701+,1.1,701+,-
1201-1400,1201-1400,Universidad del Cauca,CO,Colombia,L,CO,MD,5,A,9.5,601+,4.0,601+,5.3,701+,1.8,701+,23.6,559,1.1,701+,1.0,701+,4.5,701+,1,701+,-
1201-1400,1201-1400,Universidad del Desarrollo (UDD),CL,Chile,L,CO,HI,3,B,6.6,601+,14.6,560,12.9,701+,2.2,701+,7.6,701+,2.0,701+,1.1,701+,8.4,701+,3.5,701+,-
1201-1400,1201-1400,Universidad del Salvador,AR,Argentina,L,FO,MD,4,B,4.3,601+,9.0,601+,16.7,701+,1.0,701+,5.3,701+,8.0,701+,1.0,701+,7.1,701+,,,-
1201-1400,1201-1400,Universidad del Zulia,VE,Venezuela,M,FC,MD,5,A,10.9,601+,7.6,601+,3.2,701+,2.4,701+,,,,,1.0,701+,10.9,701+,1,701+,-
1201-1400,1201-1400,Universidad Mayor de San Andrés (UMSA),BO,Bolivia,XL,FC,LO,5,A,7.7,601+,2.4,601+,1.1,701+,1.6,701+,6.8,701+,1.0,701+,1.1,701+,14.8,565,1,701+,-
1201-1400,1001-1200,Universidad Nacional Agraria la Molina,PE,Peru,M,FO,HI,5,A,6.8,601+,8.7,601+,14.6,701+,1.6,701+,1.4,701+,1.8,701+,1.0,701+,9.8,701+,1,701+,-
1201-1400,1201-1400,Universidad Nacional de Mar del Plata,AR,Argentina,L,CO,HI,3,A,9.5,601+,2.8,601+,5.7,701+,3.7,701+,,,,,1.3,701+,5.1,701+,1.2,701+,-
1201-1400,1001-1200,Universidad Nacional de Río Cuarto - UNRC,AR,Argentina,L,CO,MD,4,A,4.4,601+,1.5,601+,34.9,454,1.5,701+,,,,,1.0,701+,5.1,701+,1,701+,-
1201-1400,1201-1400,Universidad Nacional de San Martín (UNSAM),AR,Argentina,L,CO,HI,3,A,11.5,601+,3.2,601+,7.5,701+,2.3,701+,1.6,701+,4.7,701+,1.3,701+,5.1,701+,4.6,701+,-
1201-1400,1201-1400,Universidad Nacional del Comahue,AR,Argentina,XL,FC,MD,4,A,4.3,601+,2.5,601+,21.5,636,1.4,701+,,,,,1.1,701+,5.1,701+,1.1,701+,-
1201-1400,1201-1400,Universidad Nacional del Litoral,AR,Argentina,XL,CO,HI,5,A,11.7,601+,5.8,601+,2.2,701+,2.7,701+,1.5,701+,1.1,701+,1.1,701+,2.7,701+,3.2,701+,-
1201-1400,1201-1400,Universidad Popular Autónoma del Estado de Puebla (UPAEP),MX,Mexico,M,FO,HI,4,C,5.0,601+,4.5,601+,16.1,701+,1.2,701+,4.5,701+,3.1,701+,1.0,701+,8,701+,1.4,701+,-
1201-1400,1201-1400,Universidad San Ignacio de Loyola,PE,Peru,L,FO,MD,3,B,6.2,601+,9.2,601+,1.8,701+,1.3,701+,3.9,701+,1.3,701+,1.0,701+,8.5,701+,2,701+,-
1201-1400,1201-1400,"Universidad Tecnológica de la Habana José Antonio Echeverría, Cujae",CU,Cuba,M,SP,,3,A,6.2,601+,1.1,601+,20.1,662,1.1,701+,3.3,701+,4.5,701+,1.0,701+,14.2,595,,,-
1201-1400,1201-1400,Universidad Veracruzana,MX,Mexico,XL,FO,HI,4,A,8.7,601+,3.2,601+,7.8,701+,1.4,701+,,,,,1.0,701+,3.9,701+,1.1,701+,-
1201-1400,1001-1200,Universidade do Estado do Rio de Janeiro (UERJ),BR,Brazil,XL,FC,HI,4,A,9.4,601+,4.0,601+,17.6,701+,2.6,701+,3.8,701+,1.2,701+,5.7,701+,7.6,701+,2.4,701+,-
1201-1400,1201-1400,Universidade Federal da Bahia,BR,Brazil,XL,FC,HI,4,A,9.1,601+,2.4,601+,8.9,701+,3.1,701+,5.4,701+,1.5,701+,4.3,701+,8.1,701+,4.4,701+,-
1201-1400,1001-1200,Universidade Federal de Juiz de Fora- (UFJF),BR,Brazil,L,CO,HI,4,A,3.6,601+,2.3,601+,31.4,501,3.0,701+,,,,,1.4,701+,3.8,701+,1,701+,-
1201-1400,1001-1200,Universidade Federal de Pelotas ,BR,Brazil,L,CO,VH,4,A,5.1,601+,1.4,601+,27.0,559,5.0,701+,,,1.4,701+,1.2,701+,3.8,701+,1.1,701+,-
1201-1400,1201-1400,Universidade Federal de Santa Maria,BR,Brazil,L,FC,HI,4,A,6.5,601+,1.6,601+,15.8,701+,5.2,701+,2.6,701+,1.2,701+,3.4,701+,9.6,701+,17.8,571=,-
1201-1400,1201-1400,Universidade Federal de Viçosa (UFV),BR,Brazil,L,FC,HI,5,A,5.0,601+,2.3,601+,13.3,701+,8.7,701+,2.9,701+,1.8,701+,1.1,701+,4.4,701+,1.8,701+,-
1201-1400,1201-1400,Universidade Federal do Ceará (UFC),BR,Brazil,XL,FC,HI,4,A,7.3,601+,3.1,601+,7.7,701+,5.8,701+,1.4,701+,1.3,701+,3.2,701+,4.3,701+,24.8,490=,-
1201-1400,1201-1400,Universidade Federal Fluminense ,BR,Brazil,XL,FC,HI,4,A,10.0,601+,2.3,601+,11.7,701+,3.7,701+,5.3,701+,1.1,701+,10.1,668,7.6,701+,4.1,701+,-
1201-1400,1201-1400,Universidade Presbiteriana Mackenzie,BR,Brazil,M,CO,HI,4,B,3.5,601+,7.6,601+,10.6,701+,1.9,701+,5.1,701+,1.0,701+,1.0,701+,37,200,1,701+,-
1201-1400,1201-1400,Università degli studi di Bergamo,IT,Italy,L,FO,VH,3,A,5.7,601+,2.3,601+,1.5,701+,6.3,701+,8.4,701+,6.4,701+,1.4,701+,8.5,701+,1.1,701+,-
1201-1400,,Universitas Islam Indonesia,ID,Indonesia,L,CO,HI,4,B,10.4,601+,3.8,601+,2.0,701+,1.7,701+,2.3,701+,1.2,701+,1.0,701+,7.6,701+,1.8,701+,-
1201-1400,,Universitas Muhammadiyah Yogyakarta,ID,Indonesia,L,FO,HI,3,B,6.3,601+,2.5,601+,2.8,701+,1.4,701+,36.6,441,2.0,701+,1.0,701+,7.4,701+,1,701+,-
1201-1400,,Universitas Pendidikan Indonesia,ID,Indonesia,XL,FO,VH,4,A,9.6,601+,3.1,601+,11.0,701+,1.4,701+,14.6,673,1.7,701+,1.0,701+,7.9,701+,3.4,701+,-
1201-1400,1201-1400,Universitas Sumatera Utara,ID,Indonesia,XL,FC,HI,4,A,7.6,601+,6.2,601+,21.0,646,1.3,701+,9.8,701+,2.4,701+,1.0,701+,9.2,701+,5.3,701+,-
1201-1400,1201-1400,Universitatea de Vest din Timisoara / West University of Timisoara,RO,Romania,L,FO,HI,4,A,9.6,601+,6.3,601+,4.8,701+,2.6,701+,1.6,701+,5.2,701+,1.1,701+,8.2,701+,1.1,701+,-
1201-1400,,Université de Franche-Comté,FR,France,,CO,,,A,5.8,601+,2.1,601+,,,,,,,,,46.0,336,,,,,-
1201-1400,,Université de Limoges,FR,France,M,SP,,,,6.1,601+,1.9,601+,18.2,701+,7.2,701+,,,,,16.7,578,6.4,701+,,,-
1201-1400,1201-1400,Université de Tunis,TN,Tunisia,L,FO,VH,4,A,6.1,601+,2.5,601+,17.3,701+,1.9,701+,2.2,701+,1.8,701+,1.0,701+,15.5,542,1,701+,-
1201-1400,1201-1400,Université Jean Moulin Lyon 3,FR,France,L,SP,,5,A,8.9,601+,3.4,601+,1.8,701+,2.2,701+,25.5,528,30.8,414,1.0,701+,7.1,701+,1.1,701+,-
1201-1400,1401+,Université Mohammed V de Rabat,MA,Morocco,XL,CO,VH,3,A,3.1,601+,2.2,601+,1.6,701+,4.0,701+,3.7,701+,2.6,701+,17.6,566,22,376,2.7,701+,-
1201-1400,1201-1400,Université Paris-Nanterre,FR,France,XL,FO,VH,5,A,11.9,601+,2.4,601+,3.0,701+,3.0,701+,9.9,701+,1.5,701+,14.6,601,15.2,553,1.9,701+,-
1201-1400,,Universiti Sains Islam Malaysia,MY,Malaysia,M,CO,HI,3,A,6.0,601+,2.9,601+,9.2,701+,1.9,701+,9.0,701+,6.7,701+,1.0,701+,4.2,701+,1,701+,-
1201-1400,,Universiti Teknikal Malaysia Melaka,MY,Malaysia,M,FO,VH,2,A,6.0,601+,6.2,601+,9.8,701+,5.4,701+,3.5,701+,5.7,701+,1.2,701+,9.2,701+,4.3,701+,-
1201-1400,1201-1400,University of Babylon,IQ,Iraq,L,FC,HI,3,A,3.6,601+,6.3,601+,13.2,701+,1.9,701+,1.1,701+,1.0,701+,1.6,701+,9.7,701+,2.6,701+,-
1201-1400,1201-1400,University of Basrah,IQ,Iraq,XL,FC,MD,4,A,4.4,601+,6.0,601+,15.9,701+,1.4,701+,1.3,701+,1.1,701+,1.4,701+,9.3,701+,1,701+,-
1201-1400,1001-1200,University of Bialystok,PL,Poland,M,FO,VH,3,A,5.8,601+,3.1,601+,28.1,544,2.5,701+,,,5.2,701+,1.5,701+,6.1,701+,1,701+,-
1201-1400,1201-1400,University of Central Oklahoma,US,United States,L,CO,MD,,A,3.8,601+,1.5,601+,7.9,701+,1.4,701+,16.8,636,10.9,694,1.0,701+,9.4,701+,,,-
1201-1400,,University of Iceland,IS,Iceland,,CO,,5,,7.8,601+,5.5,601+,,,,,,,,,37.9,396,,,,,-
1201-1400,1201-1400,University of International Business and Economics,CN,China (Mainland),L,FO,HI,4,A,3.8,601+,1.8,601+,10.2,701+,2.7,701+,7.4,701+,32.8,394,1.0,701+,14.8,568,1.1,701+,-
1201-1400,1201-1400,University of Khartoum,SD,Sudan,L,FC,MD,4,A,6.2,601+,4.5,601+,8.0,701+,2.5,701+,,,1.4,701+,3.9,701+,24.9,333,1.1,701+,-
1201-1400,1001-1200,University of Kufa,IQ,Iraq,L,FC,HI,3,A,3.3,601+,8.5,601+,30.6,511,1.4,701+,4.7,701+,1.1,701+,1.0,701+,8.8,701+,1,701+,-
1201-1400,1201-1400,University of Memphis,US,United States,L,CO,VH,,A,3.1,601+,5.1,601+,14.9,701+,8.9,701+,2.1,701+,4.4,701+,5.0,701+,10.7,701+,,,-
1201-1400,1001-1200,University of Miskolc ,HU,Hungary,M,CO,HI,5,B,6.2,601+,5.2,601+,23.6,606,2.3,701+,3.1,701+,6.6,701+,1.2,701+,12.7,675,1.1,701+,-
1201-1400,1001-1200,University of Missouri Saint Louis,US,United States,M,SP,,4,A,4.0,601+,3.6,601+,16.2,701+,14.2,655,4.8,701+,4.2,701+,1.0,701+,11.5,701+,,,-
1201-1400,1001-1200,University of Montana Missoula ,US,United States,M,CO,HI,5,A,2.5,601+,2.6,601+,11.8,701+,9.2,701+,1.3,701+,1.7,701+,1.0,701+,8.3,701+,3.5,701+,-
1201-1400,1201-1400,University of Niš,RS,Serbia,L,FC,HI,4,A,5.2,601+,3.7,601+,13.2,701+,2.4,701+,,,6.2,701+,6.1,701+,9.1,701+,1.1,701+,-
1201-1400,1201-1400,University of North Carolina at Greensboro,US,United States,L,CO,HI,5,A,2.9,601+,2.8,601+,9.2,701+,10.6,701+,9.7,701+,2.6,701+,7.6,701+,7.1,701+,,,-
1201-1400,1001-1200,University of Ostrava,CZ,Czech Republic,M,FO,VH,3,A,6.0,601+,1.0,601+,19.9,669,4.1,701+,18.6,605,12.3,673,1.8,701+,7.7,701+,1.2,701+,-
1201-1400,1001-1200,University of Pannonia,HU,Hungary,S,FO,VH,4,A,4.5,601+,3.5,601+,23.7,603,8.3,701+,,,9.2,701+,5.9,701+,5.8,701+,1,701+,-
1201-1400,1001-1200,University of Peradeniya ,LK,Sri Lanka,L,CO,HI,3,A,7.8,601+,9.9,601+,14.9,701+,2.0,701+,1.0,701+,1.3,701+,2.2,701+,10.8,701+,2.2,701+,-
1201-1400,1001-1200,University of Rijeka,HR,Croatia,L,CO,HI,4,A,5.9,601+,2.7,601+,17.1,701+,4.3,701+,2.6,701+,1.9,701+,5.7,701+,10.1,701+,2.6,701+,-
1201-1400,1201-1400,University of Rzeszów,PL,Poland,L,FC,HI,3,A,4.3,601+,1.9,601+,17.8,701+,2.6,701+,,,1.7,701+,2.0,701+,6.1,701+,1,701+,-
1201-1400,,University of San Carlos,PH,Philippines,M,FO,HI,4,C,6.2,601+,8.6,601+,3.4,701+,1.8,701+,1.9,701+,2.2,701+,1.0,701+,9.4,701+,,,-
1201-1400,1001-1200,University of San Diego,US,United States,M,CO,HI,4,B,6.8,601+,4.4,601+,24.9,588,2.8,701+,3.1,701+,6.0,701+,1.0,701+,17.2,489,1,701+,-
1201-1400,1201-1400,University of Sarajevo ,BA,Bosnia and Herzegovina,L,CO,HI,4,A,4.2,601+,3.5,601+,3.8,701+,2.0,701+,,,3.0,701+,7.0,701+,38.2,192,1,701+,-
1201-1400,1201-1400,University of Silesia in Katowice,PL,Poland,L,CO,VH,4,A,5.3,601+,4.3,601+,17.2,701+,3.3,701+,3.3,701+,3.3,701+,11.5,644,8.3,701+,1.4,701+,-
1201-1400,1201-1400,University of South Alabama (USA),US,United States,L,CO,HI,4,A,5.3,601+,4.4,601+,17.3,701+,6.5,701+,,,1.8,701+,1.1,701+,7.6,701+,1.2,701+,-
1201-1400,1201-1400,University of Split,HR,Croatia,L,FC,HI,3,A,5.9,601+,2.5,601+,4.2,701+,3.9,701+,1.5,701+,2.1,701+,5.9,701+,11,701+,1.4,701+,-
1201-1400,1001-1200,University of the Pacific,US,United States,M,CO,HI,5,B,2.2,601+,3.7,601+,34.3,466,3.4,701+,4.2,701+,7.2,701+,1.0,701+,10.8,701+,1,701+,-
1201-1400,1001-1200,University of Warmia and Mazury in Olsztyn,PL,Poland,L,FO,VH,2,A,6.0,601+,10.8,601+,24.2,589,3.5,701+,2.0,701+,2.7,701+,4.3,701+,6.3,701+,1.3,701+,-
1201-1400,1201-1400,University of West Bohemia ,CZ,Czech Republic,M,FO,VH,3,A,5.9,601+,2.0,601+,11.9,701+,4.3,701+,,,,,2.7,701+,11.4,701+,1,701+,-
1201-1400,1201-1400,University POLITEHNICA of Bucharest,RO,Romania,L,FO,VH,5,A,5.7,601+,8.7,601+,3.5,701+,6.4,701+,1.5,701+,2.8,701+,17.9,561,6.4,701+,1.2,701+,-
1201-1400,1001-1200,Voronezh State University,RU,Russia,L,CO,HI,5,A,5.9,601+,2.3,601+,19.9,670,1.3,701+,3.4,701+,25.6,466,1.0,701+,6.6,701+,1.4,701+,-
1201-1400,,Yogyakarta State University,ID,Indonesia,L,FO,HI,2,A,9.6,601+,2.8,601+,8.0,701+,1.4,701+,15.4,662,1.8,701+,1.0,701+,7.8,701+,1,701+,-
1201-1400,1201-1400,Youngsan University,KR,South Korea,M,FO,MD,3,C,5.7,601+,10.6,601+,17.5,701+,1.3,701+,2.8,701+,5.9,701+,1.0,701+,6.6,701+,,,-
1201-1400,1201-1400,Yuan Ze University,TW,Taiwan,M,FO,VH,3,C,5.4,601+,5.4,601+,7.4,701+,10.6,701+,7.0,701+,9.6,701+,1.0,701+,7.9,701+,1,701+,-
1201-1400,1201-1400,Zagazig University,EG,Egypt,XL,FC,HI,3,A,6.6,601+,3.8,601+,2.9,701+,2.4,701+,1.2,701+,2.4,701+,15.3,593,2.8,701+,7.7,701+,-
1201-1400,,Narxoz University,KZ,Kazakhstan,M,FO,HI,4,B,8.0,601+,5.0,601+,8.4,701+,1.4,701+,5.3,701+,2.1,701+,1.0,701+,12.4,701+,1,701+,-
1401+,1201-1400,Akdeniz Üniversitesi,TR,Turkey,XL,FC,HI,3,A,5.2,601+,3.8,601+,3.4,701+,2.8,701+,1.2,701+,1.1,701+,1.9,701+,7.5,701+,1,701+,-
1401+,1201-1400,Al-Balqa Applied University,JO,Jordan,L,FC,MD,3,A,5.0,601+,6.7,601+,4.3,701+,2.4,701+,3.8,701+,1.8,701+,2.0,701+,7.6,701+,1,701+,-
1401+,1401+,Ataturk University,TR,Turkey,XL,CO,HI,4,A,4.9,601+,2.0,601+,2.8,701+,3.9,701+,2.7,701+,3.6,701+,2.3,701+,9.4,701+,4.3,701+,-
1401+,1201-1400,California State University - Los Angeles,US,United States,L,CO,HI,4,A,5.4,601+,2.5,601+,3.5,701+,3.2,701+,4.0,701+,5.6,701+,1.1,701+,9.5,701+,,,-
1401+,1401+,California State University Long Beach,US,United States,XL,CO,VH,4,A,4.0,601+,2.8,601+,8.1,701+,,,,,,,,,9.6,701+,,,-
1401+,1401+,Cukurova University,TR,Turkey,XL,FC,HI,4,A,4.4,601+,2.8,601+,4.5,701+,2.5,701+,2.1,701+,5.0,701+,3.8,701+,6.9,701+,13.9,625=,-
1401+,,Georgian Technical University,GE,Georgia,,FO,,5,A,6.3,601+,4.2,601+,,,,,,,,,1.0,701+,,,,,-
